,title,review
5290,All of Us Are Dead,"While I enjoyed shows like squid game and alot of anime you can't get away from the strangest of characters from All of us are Dead, every character is directed to overact their role, from bullies being completely evil, to victims being evil eventually tarring the whole school in revenge, none are really phased with killing & then of course in traditional Korean fashion there's the ridiculous stab at humour, heart felt moments but if they're crying missing loved ones, by the next scene they're making toilet humour, it's too un-human to be a classic, it's confused and tries to achieve everything but eventually achieves an average rating at best, another overly marketed show that suffers from overhype."
5291,All of Us Are Dead,I loved this series a thrilling ride to start to finish. I was gripped and loved the characters. The Koreans really are at the top of their game. Hollywood watch out.
5292,All of Us Are Dead,"I really enjoyed this, and whilst it was obviously about a Zombie outbreak it felt much, much more, with characters I actually cared about.Some comments have said it's just the same as all other S Korean zombie films. Perhaps. But the physicality and action within the school were still ten times better than some of the stuff churned out in the US or Europe.It didn't shirk away from violence and wasn't afraid to kill off key characters - although you could argue it was a bit too keen at times. Maybe some of the side stories didn't really go anywhere, but they at least broke up the main focus so it didn't become too claustrophobic in one location, and even then you felt the whole of the school was utilised to give it a sense of scale.Things I liked:Good charactersGood set pieces and effectsGenuine interest in where the story was goingMain quibbles:The origin story of the virus was a bit ridiculousIs it realistic that the infected would just stay within that specific area and it wouldn't spread further?Apart from the school why are there never zombie children in the streets? (Something in all films to be fair)Probably could have been trimmed down to 10 episodes max.Overall, I thought this was just as good as Squid Game and, in some instances, better."
5293,All of Us Are Dead,"I avoid trailers nowadays, I check the description, who is in it and who made it and that seems to work for me. I really enjoyed this series, binged with my wife. If ur looking for a good zombie horror action with some kdrama and kquirks this is really good, just note the 1st episode sets up the show so it's abit slow."
5294,All of Us Are Dead,"Despite being helm by a primarily a young cast of high school students, everyone delivered their roles really well, and you could really feel their emotions as they make their ways through the endless waves of zombie attacks, dealing with the sadness of losing their friends/loved ones and struggling to stay hopeful in the wake of such dire circumstances.Overall, it was a genuinely enjoyable zombie thriller where you will feel the excitement, laugh and cry together with the students as they fight for survival!"
5295,All of Us Are Dead,"Who doesn't love South Korean zombie productions, 'uh?This one has a cool overall concept, good visuals and a great atmosphere, with some great action scenes, especially some of the chase scenes with the students...... however, it also has severe flaws that nearly ruin the enjoyment.The pacing is horrible, especially in the first half of the show. The show goes to a crawl in some of the initial episodes. Extremely slow episodes with 1h10 run time is crazy. It also completely goes overboard with the clickity-clack loud sounds on the transformations earlier on, too many, too often, too frequently for too long.I won't go into stupid character decisions as plot devices, or the absurd emotional philosophical talks whilst zombies are about to overrun you, or the fact they repeat the 'person transforming into zombie in front of you and everyone watches eagerly' 3 or 4 times in the first episodes, since it's part of a typical zombie show, those are all 'acceptable' as is.Had this show been properly edited, or cut, with a lower, but more relevant run time, and it would have been a sensational hit. As it is, its actually tough to tolerate the bad, to enjoy the good.I liked the cast, most of them did ok, and hope to see some of them in future shows."
5296,All of Us Are Dead,"Usually, Korean series are watchable 6s or 7s. This one is not. An amateurish, sloppy and unintelligent string of nonsensical clichés that goes on and on and on ... sheer smother.Redeeming value? Stunt scenes are pretty great, hence 4 stars."
5297,All of Us Are Dead,"This zombie show definitely has its faults. I was constantly irked or shaking my head or rolling my eyes. Still for everything it does wrong, it does ten other things so right. Above all else, its just plain too fun to hate. I mean its also sad and scary and bloody and all that stuff, but most of all its just fun. Also its very interesting as an American to see some of the sensibilities of youth in Koreas culture. Very different. I need another season right away. So addictive. No matter how silly some of it got, I kept coming back for the characters even though I disliked almost all of them. Very well fleshed out characters. That helps you care about and understand the stakes more. I liked Squid game but this is better definitely."
5298,All of Us Are Dead,"Well, as a Netflix production, this is way better than this piece of garbage that is Squid Game, (probably because it is based on a webtoon, so they already had the origin material) but I would not call it best tv series of 2022!The characters lack a bit of personality and charisma, and there's unecessary teenage drama too. Most of the characters and events are predictable, there's no surprises.Still, it is a decent show to watch, but I had to fast forward lot of boring stuff.There are way better Korean TV series out there! (Taxi driver, Signal, Hapiness, Sweet Home, Strangers from Hell, Uncanny Counter, Mouse etc...)"
5299,All of Us Are Dead,"It's the first zombie series that I've watched with sufficient amount of time given to explanations about the causes, govt reactions and research. Add to that an effort for the character building, two types of zombies as well as interesting ending.This series is quite unique in that sense, and that's why I am giving it an 8.What I didnt like is generally seen in almost all Korean movies and series: too long stares between actors, their slow reactions, aggresive behaviour of women which are hitting guys all the time for no reason. The way Korean girls run is always clumsy with their hands down. Girls always yell on guys for no reason, they never yell on them etc.There are also some unreasonable things that bothered me, like not looking for food, water nor toilet in days.But all in all, i would recommend this movie to those who specifically like this genre as there are some unique and never-seen before ideas. Hopefully producers of other future zombie movies will pay attention and develop on that, as zombie genre really needs this kind of refreshment, to move away from boring and simplified 'chase and kill' action."
5300,All of Us Are Dead,"It's a good show. Sometimes too long. Could have been shorter at about 8 episodes. I found myself just forwarding lot of moments and during that nothing happened. Just people watching into each other eyes. And that's a lot of minutes. Sometimes, i questioned a lot of decisions. But reminded myself these are just a bunch of kids who are supposed to be 15-17 years old. In addition, this is happening in an Asian society so a lot of decision makings are just different from kids who are in a western country.The Character developments are okay. We see different types so it'll be easy for people to recognize themselves in the kids.Some comedic moments are added to the show to lighten it. Some scenes are just gore.The ending leaves space for a part 2.Overall it's a good show to watch. Not perfect. But good."
5301,All of Us Are Dead,"Going into it i was really not sceptical as the series was 12 episodes (each episode having 45+ runtime), and the series does lag in the middle but at the end its a good series. Acting is not bad , zombies are part we seen before and part new things. Worth a watch go for it if you have time. After watching this i really miss the series named ' Sweet Home ' which i hope Netflix renews for a new season ."
5302,All of Us Are Dead,"I'm very happy to see this have high reviews. I clapped once it finished and thanked the screen. Just all around great. Character development, check. Zombie filled stressful moments, check. I thought it was very neat to have most of it in happen within one location, and all the creative ways these kids, together, stayed alive. It's almost believable and realistic on what it would look like. Explored grief and relationships in a beautiful way. It was longgg, it never seemed too long and the length served the snow. Loved going on this journey with these heroes :)"
5303,All of Us Are Dead,"I'm about half-way through the season. The show has some flaws, it's not perfect. Nothing is. Expecting this to be a flawless masterpiece is unrealistic and just being an entitled a&&hole.But really, this is a great entry into the zombie canon so far. I think they are doing some really creative things and trying to have some fun at the same time. The pacing is good, the soundtrack is good. They're thinking big-picture about some of the problems that would be encountered and totally Train to Busan-ing ways to solve those problems.Yes, characters sometimes make stupid decision. But honestly, is it realistic for high school kids in ""real life"" to suddenly become apocalypse masterminds as soon as zombies prove to be real and start attacking? Would it be realistic for everyone, even adults, to know the perfect strategy and what to do every time in an intense situation like this? C'mon. Gimme a break.Of course they're not always going to do the smart thing. That's called being a teenager. That's called being HUMAN.This show is taking a balls-to-the-wall stab at doing some fresh with the genre while still respecting the canon that's come before. It's fun to watch. It's also got emotional depth and some real to say under it all.Watch it, eat some popcorn."
5304,All of Us Are Dead,Did you expect some kind of new twist on Zombies? Did you expect the stupidity of Zombie of the dead? Its bloody and violent. Its everything you want in a zombie show. Stop complaining and expecting originality in a world where there is none. Just enjoy it.
5305,All of Us Are Dead,"Ok, it's not the 'Train to Busan stopping first at high school' that I had hoped it would be but I quite enjoyed it. It might benefit from there being a bit of a lull in good stuff being released right now though(?).It basically follows the progress of a couple of groups of kids (most focus being on the the one, larger group) as they try to escape the zombie infested high school.Along the way, stuff happens - some more interesting than others, some of it is really quite stupid and there are times when I felt like switching off but am glad I didn't. The first episode or two in particular are a bit... iffy...Watch it expecting a Young Adult horror series and you'll enjoy it more than if you go into it expecting it to be outright horror."
5306,All of Us Are Dead,"I'm halfway through episode 2 and over it. I enjoy a good zombie movie, but I'm tired of watching the same boring tropes. I was really hoping this could be different, but alas, it's all the same. Good production value can't overcome horrible scriptwriting, plot holes, and annoying characters. I'm sure this is a teenager's wet dream, but I can already feel my brain cells screaming in agony.What's with the bone cracking?? The inconsistent turn rates? There are students running around outside, yet no one thinks to run out of the school gates? We watch one short scene with the principal and that's it... wtf happened to the staff? Does this school not own an office with phones? Don't the classrooms have phones?? Where are the police? In the ""real world,"" rational people are fighting to survive- not mooning over their crush, calling each other ""c*$ksucker"" (that gem came from a teacher to a student), or standing around wondering HOW to kill these things when ""Train to Busan"" is clearly referenced several times.I literally cannot fathom sitting through 10 more hours of this, especially if the origin story is of Dad of the Year injecting his bullied son with a homemade recipe for revenge. What a disappointment- for once I'd love to see a total overhaul of the genre. I'm reminded of how I felt seeing the Matrix back in 99... it was new and exciting. I havent watched ""Train to Busan"" yet, but hope that it will restore some faith in zombies again."
5307,All of Us Are Dead,Its an averge teen zombie series the only thing special about this one is the action scene in 1st and 2nd episode its filming really well .. after that is gets bad .............
5308,All of Us Are Dead,"I won't write too much about this drama. The acting is decent. The script is OK - if you're watching with English dub, and the direction and editing are worthy of note but, at the end of the day, this is just another example of a production attempting to instill the idea that humans are violent.Episode 4 spells it out, without trying to hide it.Humans are inherently bad, so life without a governing body is wrought with danger.Whatever happened to the idea - possibly born in the 60's, or earlier - that humanity is inherently good?There are only a very small minority who find satisfaction in causing harm to the rest. Most humans would rather love their neighbour, not hate.Good idea for a show, if you're not bored with zombies, but we should all long for the day when writers realise that the public are not idiots, who fall for the idea that every human has evil at heart. Or is this just an attempt to make every human evil, whether they intend to be or not?It isn't just Hollyweird trying this approach, apparently.Try harder, Korea. You may find social realism - i.e. Actual social realism - more rewarding for the audience."
5309,All of Us Are Dead,"With any zombie movie or drama, you accept the basic premise of a fictious life form that does things that are unreal. However, it does get frustrating when the show is filled with unrealistic human behavior. The zombie outbreak at the school starts with a girl opening a cage that was rattling. I had a sense of deja vu since another zombie show, Kingdom, had two people fighting to the death, but stopping suddenly to open a rattling crate, which let out the... zombie... Are there that many people in this world who cannot resist opening something that rattles? Please, please... If you hear suspicious rattling from a box or crate, call the authorities or move away from it. Do NOT open the damn box!!!"
5310,All of Us Are Dead,"Recently South-Korea seems to be on a zombie streak. This has come with some great hits (Train to Busan and Kingdom) and some terrible misses. Unfortunately this show is more miss than hit.The first half of the show holds its own, as character deaths are swift and believable. The engine is chugging with proper tension, low on melodramatic scenes.Unfortunately the second half of the show, especially after the reveal of the halfbies, is rife with melodramatic scenes and long drawn out shots trying desperately to make the viewer sad. Very cheap tactics are used multiple times. (Parents of girl X die, mother of boy Y dies, and father of girl Z dies.)Another disappointment is the asymptomatic angle. It is never explored further than to find a tactic to lure zombies with high pitch noise. The last we see of the second halfbie is the lab being wiped clean.Initially I thought the halfbie angle could be interesting but it is never properly explored, except to serve us a recurring 80's Hollywood enemy. In the end I think they should have toned down the halfbie angle and gone with a more interesting approach of how to deal with asymptomatic carriers. It had a lot of potential.Unfortunately a lot of potential was wasted and there's no coming back from these choices in a potential season 2. I'll be waiting for the next season of Kingdom.4/10."
5311,All of Us Are Dead,Push me to the edge. All my friends are dead. Push me to the edge. All my friends are dead.Push me to the edge. All my friends are dead.Push me to the edge. All my friends are dead.
5312,All of Us Are Dead,"Perfect? No, but def worth a watch, kinda addfictive.Zombies are very cool and scary, feel like Train to Busan zombies. I really don't understand why some people complain about them.Characters: they are many of them, some are more likable than others. What is nice is we never know who will die or not ; sometime a character got a big story but then die right after, sometime a ''secondary'' character (at first) will become important. So it's stressful when they are under attack, because we really don't know who will survive. Yea sometime they die in some weird/dumb way, but it would happen in a real zombie invasion. It's not alway super cool and heroic in my opinion.I don't agree when people complain that some characters just stand here and don't move. It's possible to be shocked when your best friend or dad or mom turn into a zombie. Not sure if you would do better, really.Perhap a bit too much teen drama for my taste, I was a bit annoyed at episode 7-8-9, but it's ok. I kind of agree that the serie could have been like 10 epiodes instead of 12.Not a fan of the pseudo intellectual jaded ideas of ''humanity is evil, bad so they deserve it'' and stuff.A good 8/10 for sure, try it."
5313,All of Us Are Dead,Only on episode 3 and already hooked this is brilliant.Everything is so good about this show. Its so freaking scary love it!This show is so good that anyone who likes horror should watch it.
5314,All of Us Are Dead,"The show is intense but still has humor. Not as dark as the Kingdom, but intense enough for a zombie show. I think it is the only zombie show that looks so much into the humanity and relationship, and social problems. So in that sense, it is quite soft, not as hardcore as the Kingdom."
5315,All of Us Are Dead,"I really enjoyed this for the most part - there's a lot of originality in a theme that's been done a lot, the acting was often good, the action sequences amazing, but then there'll be a really crap line, or some insanely dumb decision that makes you cringe.I'd probably have rated it a little lower for those negatives, but hey, I live in the UK, so I'm well aware how dumb some decisions can be in real life, so they're not unrealistic, just a bit annoying."
5316,All of Us Are Dead,"Not sure how this got 7.7.It's not ""that bad"" but it's also not very good either. Everything gets very repetitive and/or very ridiculous VERY quickly, and this is someone that stuck with the dumpster fire TWD until the end.This review is totally ignoring how the writers chose at PURE WILL to FIT THEIR MEDIOCRE scripts just how long it takes to turn into a zombie after being bitten. 5 seconds? Yeah sure, if it fits the script. 5 minutes? Yeah sure, if it fits the script and the person bitten needs to give an emotional goodbye,Not a terrible show, not a very good one either."
5317,All of Us Are Dead,"Boring stuff and lame stories don't get better if you produce them in South Korea! Mix some Teenage highscool crap stories with a virus and let them all get zombies. Zzz! The story is told a thousand times the last 10 years in roundabout a 100 zombie series. Why stupid humans need another one? I am really sick and tired of Netflix. They are so predictable. Show one series out of South Korea, see that it is successful, buy a thousand lame series more from South-Korea and hope they get hyped the same way. Nope thats not how it goes!"
5318,All of Us Are Dead,"My expectation for the show was higher than what it turned out to be. The storyline was good, however, felt like it way too stretched that it should've been. The reason to create that virus that made the people zombie was that satisfactory. This shows the cruelty the victims face from the people they expect to aid them. The romance they tried to create in this show was not something appreciative at all. As the romance was not even a bit exciting all along the show. You can watch it if you have time it's a mid tier apocalyptic show.The ending was a cliffhanger and it was a nice exciting one hopefully they can bring out the next season and make it a good one. However, my expectations are not that high as I don't think there can be something more added to make the story better."
5319,All of Us Are Dead,"I stopped watching american zombie dramas and their other dramas, since they always include unnecessary adult scenes, sxx, etc. So happy i found korean dramas.I would give a 10 if only cheong san ending is different. This young actor is very good. They better bring him back in season 2.However other than that, the drama dan the ending is very satisfying."
5320,All of Us Are Dead,"I like how Korean filmmakers always give fresh ideas. Since the era of Train to Busan, Korean zombie-themed shows, although not very developed, at least show new situations like this series. There may have been many teenage romance dramas at school, but you may not have found teenage romance dramas at school in the mid of a zombie outbreak situation before this series."
5321,All of Us Are Dead,"Very entertaining, the cinematography is pretty good and there were a lot of nice shots
The plot is very interesting, for once the main characters are not adults but young students so it was nice seeing a different point of view.Amazing the relationship between the characters, even if it is a series about survival and zombies it goes deep in the emotions of the characters, hope they'll make a second season cause I'd like to see more of them."
5322,All of Us Are Dead,"To be honest I was not really interested about starting a series about zombies, the entire concept has been so dragged out that it starts feeling stale. There always are exceptions with ridiculously funny Zombieland and masterfully directed Train to Busan( which is by far my favourite zombie movie).For a series the 1 hour mark was daunting for me as an hour is almost half the runtime of a movie. But after the 1st episode I was hooked so if you are scared of the runtime don't worry if you finish the 1st episode you'll want to watch the next and then next. It however feels like a commitment.The story as we can except from a kdrama was top notch, except the ending. The motivation was spot on for the development of the zombie virus( not a spoiler as that's how it's). Though the science behind it I'm a little iffy about it, however emotionally it made sense. The friendships throughout the series were so good like there was a rollercoaster of emotions involved. An irritating villain who just keeps coming back. The heartlessness of people we have to depend upon, and the will to survive. I wanna make a special note that the romance is so adorable and beautiful that you want to protect all of the ships but the world it's set-up is so cruel that you end up broken anyways. Which brings me to the ending, as the show came to a close certain deaths seemed like they just happened to be killed to attain a certain route without any development which made those deaths cheap. Also after such a harrowing experience, you'd expect a good/wholesome ending but even that was stripped from us, so basically PAIN + PAIN.Characters were amazingly written. Like always whenever a zombie movie starts you bey on who's gonna survive, I did that too. Most of my guesses were right but I was surprised to see which one of them. As i have said you'll feel the beautiful friendships, you'll feel the romance which then will intensify the pain. Although certain characters were so useless that they just randomly died and no one from the cast seemed to care later. I found it funny and as a glitch as all the characters were saying they gotta be like a family. So that's a negative. Some moves weren't very logical and I should expect that with zombie movies but when other aspects are so good you end up expecting more. Like there's a scene where a laptop is supposed to be procured it was alright but it had unnecessary tension build up. After that scene we got into the human emotions stuff and that made me forget that scene. But still.Sound design is very well. The way background music can convert a scene from terrifying in a moment to comedy is pretty good. Music plays amazing role in the emotions that we see on screen. Romance, comedy, horror, friendship, sadness, despair everything.I HIGHLY RECOMMEND you to watch this series, it took me about 2 days to finish it but you can finish it in one. The end is unsatisfactory but you'll still enjoy it. Hope a sequel is released ( which probably will not since it's a Korean series which are mostly limited).Thanks for reading. See you later✌"
5323,All of Us Are Dead,"Just finished watching this series and wow.I love Korean products that talk about zombies, this amazed me, it was a mix of emotions. I laughed, cried, screamed, felt sorry for the characters, got upset about some adult choices, and empathized totally with them.I find it a fantastic product, the relationships between people and the reactions they have really amazed me.I hope a sequel comes out, I want to see them again."
5324,All of Us Are Dead,"Those korean kids acts like they have some kind of retardation themselves. It is too far from reality. I know, zombies are far as well, however it is about them before turning into zombies. My god, they do absurd things, when they are trying too much scaping from zombies is ridiculous, they go out the building go back inside, no one even tries to scape from there.The drama itself do not convincing anyone. What I observed: they are smarter when they get infected, what is hilarious, I do not know how young Koreans are actualy, but if they are like that then South Korea has dark times upcoming. The scenes, their decisions, everything is a lame in this terrible series. I think if there is some screenwriter that is an idiot, ok. But there are: producers, directors and actors themselves. How, in this world that could be convincible? HOW in this world? I fear that from few years ago to the future, the cinema is not an art anymore it is just a bunch of crazy inflated egos trying to do over and over the samep s..t."
5325,All of Us Are Dead,"I'd love to give this series an 8 or more. It had potential. Unfortunately, nearly every decision the characters make is beyond stupid. They all deserve to die. And multiple people should be fired... director, producers, writers."
5326,All of Us Are Dead,"Stupid character decisions ruin shows. In this one for example they all know what zombies are and they even reference Train to Busan. So why on earth wouldn't they try to armour themselves up, like wrap their arms and legs with books, get some sharp objects as weapons, stop yelling unnecessarily, stop trying to prevent people from killing bitten people etc.Nam-ra's character was annoying and I don't know why they made her the focus. The dads plotline was also pointless.There's many storylines that were unnecessary or frustrating like the bully that kept falling from the building. The zombie human girl should havr also been going around and stabbing all the zombies one by one and clearing out areas before the rest moved out. Missed opportunity and they didn't have the best strategies. That final zombie battle out in the open with spades was also super ridiculous and stupid decision making. The writers should have made them at least take high ground.Oh yeah also why wouldn't the archery students be collecting their arrows as much as possible. They need all the arrows they can get. They would have used the arrows and gone around stabbing the zombies one by one through the tennis cage or something like that. Like daryl did in the walking dead. So many missed opportunities that zombie lovers would have wanted to see."
5327,All of Us Are Dead,"3 episodes in and I'm waiting to give a crap about any of these characters. None of them are likeable, or particularly smart or clever. The perfect show to watch while on your phone."
5328,All of Us Are Dead,"Happiness (2021) is also a Zombie Kdrama, except it's not. It focuses on the human aspect of survival in a way to try and present itself as unique. It tries to show us that humans are worse than zombies, except the writing is absolute garbage because the basis of each episode is a character making a dumb decision and then the two main protagonists having to fix that dumb decision. That is not how you create plot! That show falls into every zombie pitfall trope possible.Now All os Us are dead on the other hand is amazing. If you want to see how cruel humans can actually be to one another, this is the show, especially after episode 3. Good cast of characters, great action, great plot, great sfx makeup and average cinematography. However if you're watching this show for film making techniques you've come to the wrong place."
5329,All of Us Are Dead,"South Korea has disappointed us. I do not know if this is called a comedy or horror series or thriller but whatever it is, it is a disaster. Destruction."
5330,All of Us Are Dead,"I'm not sure what people who are calling this mediocre are talking about..the writing and production were on target, and the acting was great. I liked the ending. Definitely recommend."
5331,All of Us Are Dead,"Definitely a big series. 12 episodes with 1 hour each = 12 hours of time.....
I did it split it into 3 days to see and eventually it was released during the weekend.As usual Zombie base concept but the modus operandi of the point of creation was different. The concious Zombie concept which is an inspiration from ""Zack Snyders - The Army of the Dead"". This consious Zombies are really a different kind in the script and does create good value to the usual story.The names were really tough to go through atleast for the 5 or 6 episodes and after several deaths, I can remember the last batch of 8 names. Just for fun - Nam Ra, Haeyuk, Chiang, Yong Sue and many moreeeeeee...There was more fun involved as well like the youtuber,the policman and the leg injured guy.The deaths of the well developed characters are expected always - that will be the weseries trend for the past years.The ending again leaves lead to part two and as usual I do wait for the nexr season. But I hardly wish 40 mins * 6/8 episodes with a gripping play - definetely dont want 12 hours of running time."
5332,All of Us Are Dead,"One of the recent Korean productions quickly positioned itself among the most popular in Mexico. I already know why. It starts as ""Zombie Station"" (also Korean) and ends as ""RBD"" (typical Mexican teen drama soap opera).What a big disappointment and what a waste of time after chapter 2!The pace of the script is truly stressful, something that should be caused by the zombie chases and the inevitable spread of the virus.The characters live between regrets, like teenagers, but even adults behave as if they were incapable of having developed emotional intelligence. So many tears distract them from the need to strategize, strengthen alliances, and basically run away instead of mindlessly fighting monsters.It is not a dystopian world, they well know that zombies die with the destruction of the brain and go to war like cavemen with stones and sticks.Something that really bothers me is the denial of science, from the fact that a resentful teacher can create a virus in his room without the rigor of a laboratory, to the lack of contagion patterns... some of them reach superpowers and others simply run to bite whoever they catch.The story provokes in the viewer the constant desire that everyone die for idiots! They all deserve to die.Netflix invested a lot of money in digital production and post-production, they would have paid better writers instead.In other hand, it is a good portrait of school violence. Many of the problems that occur in history are rooted in abuses of power, bad influences, and inequities between social classes. There are many examples of social degradation, such as ""Lord of the Flies"" or ""The Beach"".It started with five stars but in the end it only deserves three."
5333,All of Us Are Dead,"I can't believe how good this series turned out to be.I love zombie movies/series but in recent years, my standards got to a very low level, as there were not many good contents in this type.All of Us Are Dead proved, that if they want, they can absolutely put together a show full of excitement.It was fast paced, exciting and emotional from the beginning til the end. If you are a zombie fanatic, you definitely should watch this.Sure, there were some mistakes and errors, but which undead movie doesn't?"
5334,All of Us Are Dead,"The series wasn't toooo bad but it could've been done in eight parts instead of twelve. At the midpoint it started dragging on way too much first with the group assembling in the choir room lamenting and arguing, then the roof for two episodes, lamenting and arguing, then we got a little action as they moved from the roof to the closet in the gym, and we had to spend time with them crying, lamenting and arguing some more for an episode and a half. Looord snooze fest. As diverse and fleshed out as the main characters were they weren't all that likable or interesting. I loved when they shared a candy bar in the closet as if they hadn't eaten in weeks when only 24 hours had gone by since the infection started.Then the one antagonist kept getting pushed out windows and pushed off the roof and then he kept coming back so that plot point got a little stale. I think if I had zombie superpowers the last thing I would care about is my missing eye and getting revenge for it. After all, his body was crunched, twisted, bit, smashed, mashed... he looked like hell so why was he worried about his eye for?I think this would've been a lot better if they had only trimmed the melodramatic repetitive fat and kept it to six episodes.Anywho..."
5335,All of Us Are Dead,"'All of us are dead' is the latest Korean sitting on top in Netflix shows which have been dominated by Koreans for a couple of months in most countries. Whether you are familiar with K-drama or you are just getting to know about it after the #squidgame pandemic and giving it a chance just like me, this show has so much to tell. The plot is not perfect and has a lot of holes in it that some of it will be probably answered in next season, however, for someone with a lot of Zombie movies, shows, and games experience, the characters seemed a bit stupid at the start, some of the deaths are badly written. But when you stop comparing them to let's say badass characters of other shows like #Thewalkingdead, they seem a lot more realistic. So bear that in mind that these characters are just a bunch of high school kids with no experience or proper weapon at hand. The story starts with a virus outbreak in a high school and covers a lot of different characters without a leading role. With all the explanations 'All of us are dead' has a messy but proper and thrilling plot. The casting is good. I believe that most of the actors & actresses are new faces but they did the job quite well. CG and computer effects are good mostly but in a few scenes, it's not very clean. The soundtracks and sound effects are good and it brings a sense of fear to the show. The opening is one of the positive points and it's innovative.Overall, 'all of us are dead' is a brutal and thrilling zombie show with an acceptable plot and good choice of cast. If you are looking for a fun zombie show that tastes like K-drama, it can be a good choice for you."
5336,All of Us Are Dead,"This show brings absolutely nothing new to the zombie genre and falls for all the same pitfalls zombie movies from 2002 fell for.Zombies in drama teenage school with a little bit of bullying undertone but nothing ever feels like a _complete story_.It's just a string of events and 1 dimensional comic book-like characters who serve exactly one purpose: the sad girl, the maniac bully, the fat kids who loves chicken. It's almost satire.Entertaining background noise but I can't help to think - was this conjured by an AI?"
5337,All of Us Are Dead,"Is this a great zombie outbreak show? Yes. Is it plauged by the occasional cheesy comic relief cliches at points? Also Yes. But this show goes so much further than that. In the end it's less about the zombies and more about the horrific trauma the outbreak inflicts on everyone involved. It shows the perspective of survivors as well as rescuers and military. No one is spared from the effects of this nightmare and nothing is black and white. It's honestly tough to watch at times and nauseating to see what these people have to go through, but it's refreshing in the sense that it isn't just a mindless hack and slash zombie flick and actually deals with tragedy as well as moral and ethical dilemmas. Highly Recommend."
5338,All of Us Are Dead,My family and I really enjoyed this show. It was good from start to finish! Better than stupid Walking Dead that dragged on for years. Make a good series and know when to end it.
5339,All of Us Are Dead,Started promising but I would have switched off after episode 4 if it wasn't for my partner who wanted to finish it.Turns out we needn't have bothered. There must have been 3-4 episodes where nothing happens and they just move about from room to room making the same mistakes. Infuriating.Zero payoff at the end too.
5340,All of Us Are Dead,"Good premises of a zombie apocalypse setup. Generally good acting but the whole coming-of-age mixed in really dragged down the show.It's zombie apocalypse we do not have time for young brats' love quarrel and other emotional stupidity. Many parts we fast-forwaded to skip the boring cheesy moment that are suppose to be emotional. They felt completely out of place. Lot of sub-plots were not done in enough details and felt like just fillers.And I meant it is a zombie apocalypse show we are not expecting it to be 100% realistic, but when you have the main casts happily chatting with each other after two-three days of no water and food, zombies suddenly chase flare for no reason, and certain roles took forever to fully turn into zombie after being bitten, you know something is wrong about the script."
5341,All of Us Are Dead,"I liked Train to Busan so when they said that a new Korean zombie show was coming out I was really excited. The trailer looked good and I'm for TV series over movies to tell a big story all day any day. I thought it was cool that they had some scientific explanations for the zombie outbreak and not just ""it started"". It was also cool to have 12 hours to cover surviving a zombie apocalypse rather than 2 in a movie. But the show really fell flat.For starters, the plot was really ridiculous at times. The virus origin story was just ""what""? So the teacher's son was bullied, and instead of protecting him, moving him to another school, finding ways to prove the bullies' guilt, using his status as a teacher to push for punishment, signing him up for self defense classes and basically everything rational... he injects his son with a new virus he just created? I'm impressed he was able to contain his son and wife at home without getting hurt himself btw. Then when the virus broke out his actions were really inconsistent. He was agitated at first when finding out that the student he chained up was released. But then he took centuries to explain everything. Also he sent the cop to his computer to retrieve the solution when it was just ""burn them all""? I was really hoping this character would be developed and utilized more, since the scientific side of a zombie virus is pretty interesting and would've separated this series from other zombie shows.Moving on, the characters that we follow are mostly not very likable. There were some actors that were horendous at acting too. Zombie in your face and these kids just poker face... I get that these kids are just teenagers, but it's a zombie apocalypse, one of the kids actually mentioned Train to Busan in episode 1 or sth, lets get to work with building up defenses, armoring up, finding resources, figuring out what's going on outside... can we save the meaningless squabbles and love triangle drama for later? The kids also act very dumb at times. Can we throw an infected person out of the room before they actually become a zombie and get another person bitten? Yes I can imagine it being tough when it's a friend or family, but sometimes they really go over the top with it and just makes the characters seem stupid and irrational. Neither the protagonists nor the antagonists were particularly well written, and I can't help feeling that the writer had something against women in general. I get that Asia's gender expectations are more traditional, but most of the females just cowered behind while the guys did all the work. Like seriously? You need the guys to tell you to help them push and not just sit behind and watch?Half way through the series become more about the conscious ""half zombies"" than the rabid thrashing ones, which is okay, but the subplots were quite underwhelming too. The bully's obsessed with the male lead. The bullied girl decides that the person she wants to avenge the most is... the guy that tried to comfort her at the rooftop? Class president gained these super powers and couldn't die anymore... and she couldn't do anything to help? Like go out, find a safe path, find food & water? It's like having Spiderman with an invisibility buff on your team and he does almost nothing. They spent half an episode on making toilets, a much more mundane matter that nobody asked for.I wanted to like the series. I really did. I watched it as soon as it came out, but in the end it was kind of underwhelming. It wasn't terrible, it was a thrill to watch people run away from the zombies, but many of the times when they weren't actively fighting or escaping the zombies ended up pretty frustrating."
5342,All of Us Are Dead,"It started out nice. But then... firstly, I would cut the number of episodes down to just 8. And one episode should be 45 minutes long, max. The cinematography was great, Koreans are masters in this stuff. But what in the hell were the dialogues about? I'll tell you: absolutely nothing! I watched the version with Korean audio and English subtitles so MAYBE a lot got lost in the translation? But still... it was painful to watch. It went on and on and on... was it a zombie horror? Teen drama? None. It was like creators couldn't decide."
