,title,Topic,summary
1010,아는 와이프,Topic2,배우 한지민 캐릭터 서우진 매력 있다
1011,아는 와이프,Topic2,한지민에 매력을 알 수 있는 드라마
1012,아는 와이프,Topic2,남자는 과거도 현재도 바꿔봐야 고쳐지나보다
1013,아는 와이프,Topic2,네가 괴물이 된 게 아니라 내가 널 괴물로 만든 거였어
1014,아는 와이프,Topic2,서로 노력해야 한다 한번 신뢰가 깨지면 다 끝나는 거임
1015,아는 와이프,Topic3,한지민이 너무 이뻤어요 아이러브 지민
1016,아는 와이프,Topic3,사랑은 어찌나 쉽게 일상에 무너지던지 필사적으로 소중히 잘 보살펴줘야 지킬 수 있다 그래도 그만큼 필사적으로 지키는 이유는 있는 거겠지
1017,아는 와이프,Topic3,다시 태어나도 당신과 결혼한다다시 당신읗 만나도 결혼한다 그것을 실현시키는 듯
1018,아는 와이프,Topic3,운명이란 거 믿어볼랍니다 그리고 그거 내 맘대로 해볼랍니다 한지민이 이쁘니까 별점 테러는 못함
1019,아는 와이프,Topic3,구성은 전혀 흠이 없이 좋았다 다만 평행 세계에서 여전히 존재할 플스를 버린 인생 회차 한지민에 대해 생각하게 된다
1020,원 더 우먼,Topic0,이하늬도 이제 작품 하나를 끌고 갈 수 있는 진정한 연기자가 되었다
1021,원 더 우먼,Topic0,맨 마지막 화 빼고 마지막 두 편 정도는 살짝 아쉬운 끝까지 이하늬 인역 했으면 더 좋았을 텐데
1022,원 더 우먼,Topic0,무겁지 않으면서 짜릿하고 통쾌하다 이하늬의 재발견
1023,원 더 우먼,Topic0,마지막에 실망할 뻔했는데 뻔하더라도 사이다 줘서 고맙습니다
1024,원 더 우먼,Topic0,다면적이고 복합적인 여캐들 최고 남자 말고 돈과 권력 갖고 싸우는 여여 구조 최고
1025,원 더 우먼,Topic1,분명한 목표 브레이크 없는 고속도로
1026,원 더 우먼,Topic1,여주원톱물 왜안봐자막 필요 없는 드라마 오랜만이하늬 대사량 엄청 많은데 대사를 귀에 꽂아줌
1027,원 더 우먼,Topic1,여성 파워 제대로 느껴지는 드라마 존잼
1028,원 더 우먼,Topic1,진짜 이런 여주 캐릭터 드라마는 믿고 봐야 함암요
1029,원 더 우먼,Topic1,이 작품은 복수 코미디물이 아니다 세 명의 남주 중 한 명을 찾는 미소년 연애 시뮬레이션임
1030,원 더 우먼,Topic2,하늬 언니 앞으로도 작품 많이 해주쎄요
1031,원 더 우먼,Topic2,참지 않는 여자는 매력적이다싸울 줄 아는 여자는 매력적이다
1032,원 더 우먼,Topic2,성별의 스위치만으로는 완성될 수 없는 작품성
1033,원 더 우먼,Topic2,메인커플 나올 때 빼고 다 좋았다 연기는 못하지만 귀여운 연하남과의 씬이 더 재밌었음
1034,원 더 우먼,Topic2,연기부터 연출 스토리까지 재밌고 좋은데 전개가 너무 느림
1035,원 더 우먼,Topic3,이하늬 하고 싶은 것 다해 원탑드라마
1036,원 더 우먼,Topic3,조금의 억지 정도야 유쾌하게 웃어 넘겨줄 수 있게 만든다
1037,원 더 우먼,Topic3,누군가를 진정으로 사랑하게 되면 그 사람에 대해 쉽게 실망하지 않게 돼요
1038,원 더 우먼,Topic3,너무 웃겨 이하늬 최고 요즘 유일하게 챙겨보는 드라마
1039,원 더 우먼,Topic3,내 인생은 항상 여기가 아닌 다른 곳을 꿈꾸며 사는 날들의 연속이었다 하지만 지나고 보면 정작 그리워했던 것은 늘 지나간 순간들이었다 지금과 아주 다른 내가 되고 싶어했던 나는 결국 가장 나다웠기 때문에 모든 것을 할 수있었다
1040,보이스,Topic0,나의 권주가 내가 생각하는 모든 정의의 메타포다
1041,보이스,Topic0,살인마 다룬 한국 드라마 중 제일 무섭다
1042,보이스,Topic0,경찰을 믿을 수 있는 세상이 될 수 있길 바라며
1043,보이스,Topic0,졸라 무서워 시즌이 더 무섭긴 한데 시즌도 만만치 않다 근데 결말하이거 제대로 밀당인 듯 언제 기다려 시즌시즌는 너무 떡밥을 많이 뿌린 시즌이었다
1044,보이스,Topic0,시즌 결말 왜 이럼 그래도 한 시즌의 마감인데 이렇게 결말을 지어도 되나
1045,보이스,Topic1,중간에 살짝 지루 매번 새로운 사건 생기는 맛에 봤는데
1046,보이스,Topic1,현실적으로는 불가능하지만 소재는 괜찮았다
1047,보이스,Topic1,예측 불가능한 스토리와 반전들이 너무 재미있다
1048,보이스,Topic1,가끔씩 왜 그렇게 해결하고 행동하는지 의문이 들었지만 몰입감이 넘 좋았다
1049,보이스,Topic1,오글거리는 대사와 불필요한 감정신은 들어내자 그럼 더욱 집중해서 극에 몰입할 수 있을 것이다
1050,보이스,Topic2,다 좋은데 장혁 연기는 왜 년 전 추노에서 멈춰 있는 건지
1051,보이스,Topic2,넘나 무서운데 다음편이 궁금해서 계솓보게됨신선한 소재 배우들의 소름끼칠 정도의 연기력
1052,보이스,Topic2,박병은 배우가 해서 더 좋았음 김재욱이랑은 다른 매력
1053,보이스,Topic2,장혁이 이런 연기는 일품인 듯 볼 만 했음
1054,보이스,Topic2,흔하지 않은 추리물의 성공과 스토리가 탄탄해서 너무 재밌고 장혁이하나 김재욱 모두 인생 캐릭터를 만난 것 같다
1055,보이스,Topic3,빛이 있는 곳엔 반드시 어두운 그림자가 존재하는 법이다
1056,보이스,Topic3,정주행 시작한 지 일주일도 안 됐는데 다 봄
1057,보이스,Topic3,약간 루즈하긴 했지만 텐뱀파이어 검사를 이은 오 씨엔 대작이 될 것 같은 느낌 죤잼
1058,보이스,Topic3,강권주 이 드라마를 갉아먹는 전혀 필요 없는 존재
1059,보이스,Topic3,처음엔 진짜 대작탄생인 줄 알았어요 그런데 휴 차마 끝까지 못 봤네요
1060,오월의 청춘,Topic0,진짜 웰메이드 작품 그 시절 월의 슬픔을 내가 어떻게 가늠할 수 있을까
1061,오월의 청춘,Topic0,웰메이드 수작이 드라마의 모든 것이 귀하게 느껴진다
1062,오월의 청춘,Topic0,남은 자의 삶을 지내온 희태 죽어서도 앞으로의 삶을 살아가게 해 주는 명희 너무 슬픔
1063,오월의 청춘,Topic0,명희의 기도는 남겨진 모든 이들을 위한 것 같다
1064,오월의 청춘,Topic0,년월에 홀로 남겨진 명희가 년월의 희태와 만나 너무 다행이다 두 사람이 더 이상 외롭지 않기를
1065,오월의 청춘,Topic1,꼬였으면 풀면 되지 차근차근 풀어서 다시 잘 묶으면 되잖아 처음에 꼬였다고 꼬인 채로 두면 너만 손해야 지금 당장 모면하자고 선은 넘지 말자 우리 후회 안 해요 근데 후회 안 한다고 힘들지 않은 건 아니잖아요 맨날 더 좋아하는 쪽이 지지 항상 무엇보다도 더 힘든 시련은 이 사람 말고 저에게 주시길 예기치 못하게 우리가 서로의 손을 놓치게 되더라도 그 슬픔에 남은 이의 삶이 잠기지 않게 하소서
1066,오월의 청춘,Topic1,이강 작가의 다음 작품이 기다려진다
1067,오월의 청춘,Topic1,구수하고 풋풋해 이도 현고민시 두고 온 우산 두고 온 오월 거꾸로 가려는 회중시계
1068,오월의 청춘,Topic1,화 이후로 못 보겠다 편하게 이런 작품을 보게 해 주셔서 감사합니다 월의 영웅들이여
1069,오월의 청춘,Topic1,티비에서 을 보다니 그것도 이렇게 잘 짜여진 극으로 보다니 너무 좋았다 인물들에 대한 애정이 묻어나는 좋은 작품이고 부작이란 거 때문에 별 반개 뺐다 부작이었어야 해 회부턴 눈물만 흘림
1070,오월의 청춘,Topic2,괜찮으세요 아니요 안 괜차네유희태씨 없는 오월은 시러요 주연 조연 배우들 다 꿀조합 연출 너무 좋구 너무 잼있다 우리 모두가 잊지 말아야 할 꼭 봐야 하는 명품 드라마
1071,오월의 청춘,Topic2,능청희태 너무 좋다 벌써 여긴 새드각이 보이는데 여기 관계성이 엄청 맛집 그리고 수련이 캐릭터가 너무 매력적이었다 명희는 볼 때마다 뭉클 클리셰가 가득 가득하지만 그로써 오랜만에 너무 몽글하고 설렜다 두 주연 배우 모두 연기력이
1072,오월의 청춘,Topic2,아버지 쪼까 알 것 같아 유무들 경기장만큼 큰거 말이유
1073,오월의 청춘,Topic2,어떤 코멘트를 달아야 할지 모르겠다 그냥 나는 엔딩 이후로 계속 울었고 이 드라마는 모두 봐야 한다고 생각했다 흠이 없는 드라마면서 처음 작의를 그대로 끌고 간 드라마이기에 더 귀한 드라마였다
1074,오월의 청춘,Topic2,배우들 연기도 비주얼도 스토리도 모두 좋았다
1075,오월의 청춘,Topic3,그래 그때의 모두는 사랑을 했겠지 전두환 개쉐키
1076,오월의 청춘,Topic3,몸과 마음이 이렇게 시리고 괴로운 겨울이더라도 다시 한번 헤엄쳐 볼 용기를 낸 희태이니 나도 다시 한번 살아가 봐야겠다
1077,오월의 청춘,Topic3,얼마나 억울했을까 얼마나 원통했을까 평범한 일상 아름다운 사랑을 할 기회조차 빼앗긴 수많은 사람들 가슴이 메어진다
1078,오월의 청춘,Topic3,이 시절 이야기는 계속해서 나왔으면 싶다 잃어버리지 않기 위함과 누구나 다 알았으면 하는 바램으로
1079,오월의 청춘,Topic3,함께라면 감당할 수 있을 것 같다는 믿음 모든 전조를 이기는 그 알 수 없는 믿음 하나 그러나 미처 알지 못했다 그 벼락 역시 단지 전조였을 뿐 실제로 우리 앞에 다가오는 건 거대한 태풍이었다는 것을 그리고 그 태풍 앞에서 우리가 할 수 있는 건 오로지 날아가지 않게 서로의 손을 잡는 것뿐이었다
1080,이 구역의 미친 X,Topic0,믿음을 주는데 누구는 피 터지고 인대도 늘어나는데 나도 그 정도 각오는 하고 달라들어야겠지
1081,이 구역의 미친 X,Topic0,우리가 미친 게 아니라 미친 세상에서 우리만 곧바로 반응했을 뿐
1082,이 구역의 미친 X,Topic0,어설프게 정신질환을 건드리지 않았더면 괜찮은 로코였을 텐데
1083,이 구역의 미친 X,Topic0,어쩌면 미쳐 버린 세상 속 우리가 제일 정상일지도 몰라
1084,이 구역의 미친 X,Topic0,우리만 정상이고 나머지 사람들이 비정상일지도 몰라
1085,이 구역의 미친 X,Topic1,뻔한 클리셰마저 몰입하게 한 정우의 힘
1086,이 구역의 미친 X,Topic1,중간 중간에 이해할 수 없는 부분들이 많지만 재밌었다
1087,이 구역의 미친 X,Topic1,치유도 로맨틱도 코미디도 다 잘 했어요
1088,이 구역의 미친 X,Topic1,데이트 폭력으로 망상 장애를 갖게 된 여자가 분노 장애 남에게 치유받는다는 것 자체가 폭력적 설정이다
1089,이 구역의 미친 X,Topic1,뚜렷한 개성을 가진 캐릭터가 많은데 스토리가 담백하니 재미가 없을 수 없지
1090,이 구역의 미친 X,Topic2,다시 봐도 재밌는 화부터 화까지 코믹멜로여서 좋았다
1091,이 구역의 미친 X,Topic2,기분 좋게 미칠 수 있게 해줘서 그동안 고마웠어 이런 신박한 드라마는 오랜만이야
1092,이 구역의 미친 X,Topic2,간만에 웃으면서 본 드라마 특히 각본이 재밌고 정우의 연기가 정말 찰지다 암걸리는 전개도 길지 않고 적당하고 달달할 땐 달달하다
1093,이 구역의 미친 X,Topic2,회 후기 이 둘이 로맨스라고 이게 돼회 후기 이거 로코 맞구나 회 후기 너무 설레 너무 재밌어
1094,이 구역의 미친 X,Topic2,응 실제론 소송 연기 잘해서 보게됨 개잘해 저 남자 약간 웃긴 게 재밌음 나가끔이 드라마가 만드는 환상에 내 삶에도 환상을 시키는 거 같아 괜찮은 거같아
1095,이 구역의 미친 X,Topic3,가볍게 보기 좋은 유쾌함 속 묵직한 시사성 그리고 계속 눈에 밟히는 오연서님
1096,이 구역의 미친 X,Topic3,내용이야 뭐 특별할 것 없지만 오연서가 있는 드라마
1097,이 구역의 미친 X,Topic3,그래 이 미친 세상에서 조금 미친 사람끼리 만나 부대끼며 사는 것이 뭐 어떤가 나도 내 안의 미친가 있기에 공감하며 보았고 이것이 사랑의 힘이라고 느꼈다 결국은 스스로 짊어져야 할 삶의 무게이지만 그래도 내 편이 있다는 게 거친 비바람에도 수많은 돌뿌리에도 포기하지 않을 힘을 주니까 애틋하고 응원하게 되는 드라마 이런 드라마를 만들어 주셔서 감사하다
1098,이 구역의 미친 X,Topic3,너무 뻔한데 계속 보게 된다 아쉬운 부분이 많았지만 오연서 보면서 참았다 청춘시대에 대한 기억이 너무 좋아서 더 아쉽다
1099,이 구역의 미친 X,Topic3,상처 받은 영혼들의 미친 짓거리를 보다 보면 십분 공감되는 부분이 있기 마련이다
1100,라켓소년단,Topic0,자극 없이 만들어 내는 감칠맛의 가치
1101,라켓소년단,Topic0,여름 냄새 물씬 나는 청춘들의 성장담 모든 캐릭터들 하나하나 소중하고 무해한 드라마
1102,라켓소년단,Topic0,현실에는 없을 마냥 동화 같은 이야기지만 아이들의 천진난만한 모습과 성장기가 보는 사람을 미소짓게 한다
1103,라켓소년단,Topic0,이런 쾌활하고 즐거운 드라마 너무나도 좋아요 뭔가 희망을 주는 거같고 너무 즐겁게 봤습니다
1104,라켓소년단,Topic0,그냥 너무 좋다라면 협찬이 없어서 번라면을 먹지만 그래도 내 맘속엔 메이져
1105,라켓소년단,Topic1,힐링 드라마 중학생들 주제에 사람 이렇게 울려도 되나요
1106,라켓소년단,Topic1,뭐야 나 스포츠 드라마도 좋아했네 하이큐 실사판처럼 푸릇푸릇파릇파릇
1107,라켓소년단,Topic1,이야기 흐름의 구성이 살짝 반복되는 감이 없지 않아 있지만 그걸 무시할 수 있을 만큼 장점이 너무도 많은 작품 드라마 진짜 청량하고 무해해
1108,라켓소년단,Topic1,따뜻하고 기분이 너무나 좋아지는 드라마 그런데 말이야 디테일과 연출력도 디지네디져
1109,라켓소년단,Topic1,책 정부 재생계자 의식을 일소하게 흘러보내는 살아가는 모든 동안의 삶
1110,라켓소년단,Topic2,화면 색감도 정말 예쁘고 내용도 재밌다 특히 낯익지 않은 배우들 덕분에 신선하다
1111,라켓소년단,Topic2,악역이 없는 순수한 드라마 새로운 어린 배우들의 발견 가끔은 이런 순수함도 좋다
1112,라켓소년단,Topic2,순하고 귀엽고 발랄하고 그 와중에 올바른 삶의 자세까지 알려주는 드라마
1113,라켓소년단,Topic2,대인 엄마가 재밌다고 보시는 드라마 탕준상 배우를 엄청 귀여워함
1114,라켓소년단,Topic2,스트레스 없이 편안하게 볼 수 있다는 것 그것만으로도 이 드라마는 볼 가치가 있음
1115,라켓소년단,Topic3,굳은살박인 마음을 말랑하게 만들고 싶어서 보는 드라마
1116,라켓소년단,Topic3,그냥 좋다 자극적인 드라마 너무 싫은데 마음 편하게 볼 수 있어서 너무 좋다
1117,라켓소년단,Topic3,등신 같은 부모들과 일찍 철든 아이들의 조합이 대체 언제까지 유쾌하고 감동적인 가족이야기로 그려지는지
1118,라켓소년단,Topic3,어린애들의 풋풋한 사랑에 행복하고 우정에 행복하고 가족애에 행복하다
1119,라켓소년단,Topic3,년 여름을 나중에 기억한다면 생각날 드라마
1120,마녀식당으로 오세요,Topic0,독특한 미쟝센에서부터 대가를 가진 소원 그리고 출생의 비밀 이야기 속 세대 교체까지 시간을 빠르게 잡아먹은 드라마였다 소원 그 무거운 대가를 마다하지 않는 간절한 소원 그런 소원만 가지자
1121,마녀식당으로 오세요,Topic0,루프리텔캄 모든 것은 내가 생각한 대로 자신이 선택한 대로 이루어진다스스로가 믿을수록 그렇게 믿을수록 끝내 이뤄지는 마법 그런 마법은 분명 존재한다 당신의 삶에도 예외는 아니다 그러니 혹시 길을 걷다 우연히 마녀 식당을 발견하게 되면 주저 없이 들어오시길
1122,마녀식당으로 오세요,Topic0,뭐야 이거 생각보다 재밌어 흥미진진해 게다가 송지효가 마녀 대박이다 부작밖에 안 되는 게 아쉽지만
1123,마녀식당으로 오세요,Topic0,착한 동화 같은 이야기들 짧아서 좋은데 짧아서 아쉬운 내기준 연하남의 정석
1124,마녀식당으로 오세요,Topic0,마녀님 시즌해달라고 소원을 빌게요 대가는 티빙 이용권 갱신
1125,마녀식당으로 오세요,Topic1,겉은 세련되게 입어놓곤 입은 명언집을 읽다
1126,마녀식당으로 오세요,Topic1,에피소드 형식을 좋아하지 않아서 드랍
1127,마녀식당으로 오세요,Topic1,분량이 짧기에 설명이 다소 부족한 부분은 있었지만 생각보다 몰입되었던 나름의 매력이 있던 드라마
1128,마녀식당으로 오세요,Topic1,각각의 스토리가 생각보다 넘 좋았어요 짧아서 넘아쉽지만 시즌 기다릴게요
1129,마녀식당으로 오세요,Topic1,이게 진지하게 재밌다면 흑백티비 시대에서 온 사람이 분명하다
1130,마녀식당으로 오세요,Topic2,싸괜에서 고문영으로 재미본 티빙이 뭔가 야심만만한 유사품을 들고 왔넹 볼만은 한데 송지효의 그 비주얼과 연기가 최선이었나 나는 조금 갸우뚱
1131,마녀식당으로 오세요,Topic2,사실 채종협이 웃으면서 누나 누나 자꾸 불러서 울다가 웃었음 쌍갑포차 흑화 버전 같았는데 잘 나가다가 아들 땜에 희생하는 엄마 에피소드에서 좀 빡쳤음 쨌든 배고플 때 보지 말 것
1132,마녀식당으로 오세요,Topic2,잔잔하다 심야식당마냥 잔잔하지는 않지만 그다지 극적인 사건도 없고 그렇다고 엄청 지루하지도 않고 해피엔딩이라니 좋네 원작 소설도 읽어 봐야겠다
1133,마녀식당으로 오세요,Topic2,송지효가 너모너모 이쁘다 이 언니 미모 전성기 언제까지 유지하실라고
1134,마녀식당으로 오세요,Topic2,캐스팅 잘 뽑고 연출 잘 만든 드라마
1135,마녀식당으로 오세요,Topic3,독특한 미쟝센에서부터 대가를 가진 소원 그리고 출생의 비밀 이야기 속 세대 교체까지 시간을 빠르게 잡아먹은 드라마였다 소원 그 무거운 대가를 마다하지 않는 간절한 소원 그런 소원만 가지자
1136,마녀식당으로 오세요,Topic3,송지효에게 제일 잘 어울리는 캐릭터 그리고 인생작 믿고 보는 남지현
1137,마녀식당으로 오세요,Topic3,좋은 일이 정말 좋은 일인지 슬픈 일이 정말 슬픈 일인지 어떻게 흘러갈지 알 수 없는 게 인간이란 존재 그 사실의 모호함은 기운 빠질 수도 있지만 위로가 되기도 하는 것 같다 마녀라는 단어가 미화된 느낌은 별로였지만 인생의 나비 효과에 대해 다시 생각해 볼 수 있어 좋았고 마녀의 그 격한 대접 속에서도 따뜻함을 발견할 수 있어 기뻤다
1138,마녀식당으로 오세요,Topic3,예전에 유튜브 썸네일 뜰 때는 예능인가 싶었는데 생각보다 잘 만들어진 판타지 드라마였다 진짜 마녀의 식당에서 이루어지는 이야기잖아
1139,마녀식당으로 오세요,Topic3,인생의 단면만 보고 판단하지마 끝까지 지켜봐 행복일지 아닐지 인생은 길게 보는 거야 인내심을 가지고 지켜봐
1140,지옥,Topic0,몇몇 부분이 바뀌긴 했지만 마지막 택시씬에서 진경훈 형사가 나와야 하는 부분이 바뀐 건 아쉽다
1141,지옥,Topic0,연상호라는 장르 더 나아가야 하는 연상호의 발걸음
1142,지옥,Topic0,가짜 광기를 조금만 줄였더라면 진짜 광기가 살아났을 텐데
1143,지옥,Topic0,개인적인 올해의 작품 마지막 분은 빼고
1144,지옥,Topic0,의미에 매몰된 사람들 의미를 찾는 사람들 의미를 기다리는 사람들
1145,지옥,Topic1,캐릭터만큼은 개성있다 세계관을 납득시키는 방법이 재치있음
1146,지옥,Topic1,무겁지만 흥미를 이끌 수 있는 소재를 가지고서 혼잡하고 단순하게 사용한 결과
1147,지옥,Topic1,어떠한 해석의 여지도 없이 창조주의 개입이 이처럼 직접적이고 실제적이라면 도대체 인류의 삶의 의미는 무엇일까
1148,지옥,Topic1,기대한 작품 흥미로운 스토리 재밌는데 아주 쪼끔만 프로 부족한 느낌의 느낌의 느낌 많이 아쉬움 언젠가 그 프로 나도 뭔지 모르겠지만 암튼 있어를 깨고 작두를 타길 기대하며
1149,지옥,Topic1,이 작품의 평들을 보면 어떤 현상에 대하여 사람들이 얼마나 다양하게 받아들이는지 너무 잘 나와 있다 당신은 어떤 의미를 찾아내는가 말도 안 된다며 부정하는가 별다른 해석 없이 그저 재미로 보는가
1150,지옥,Topic2,다 보고 제일 먼저 든 생각나 홍진 감독이 연출했으면 기깔났을 텐데 말이지 그래도 뭐 염력 반도보다는 낫다
1151,지옥,Topic2,진짜 박정민 언제나오나 애가탔다 애가탔다 라는 말 쓰지 말아야겠다 박정민박정민박정민박정민박정민박정민 시연이 다가오는 시간을 알려 주었으면 더 긴박감 넘쳤을 듯
1152,지옥,Topic2,에피소드가 개뿐이라서 정주행하기 딱 좋은 시리즈 드라마 이렇게 몰입해서 본 적도 오랜만
1153,지옥,Topic2,화까지만 해도 괜찮았을 듯박정민 자켓이 뿌당애기 엄마 하
1154,지옥,Topic2,완성도는 모르겠고 스트레스 역치가 낮아 탈주
1155,지옥,Topic3,인간에게 이롭지 않은 신은 필요 없다 인간에게 필요한 건 따뜻한 인간뿐이다
1156,지옥,Topic3,저는 신이 어떤 놈인지도 잘 모르고 관심도 없어요 제가 확실히 아는 건 여기는 인간들의 세상이라는 겁니다 인간들의 세상은 인간들이 알아서 해야지요
1157,지옥,Topic3,신은 인간을 사랑하셨으나 인간은 서로를 찌른다 지극히 인간에 대한 이야기
1158,지옥,Topic3,제가 확실히 아는 건 여긴 인간들의 세상이라는 겁니다 인간들의 세상은 인간들이 알아서 해야죠 안 그렇습니까 변호사님
1159,지옥,Topic3,저는 신이 어떤 놈인지도 잘 모르고 관심도 없어요 제가 확실히 아는 건 여긴 인간들의 세상이란 겁니다 인간들의 세상은 인간들이 알아서 해야죠 안 그렇습니까
1160,인간수업,Topic0,정말 다양한 시각에서 볼 수 있는 단순하지 않은 수작
1161,인간수업,Topic0,대한민국 고등학교에서 느와르를 보다 팜프파탈 묵묵한 킬러 그리고 흔들리는 남자
1162,인간수업,Topic0,틀린 답에 목숨을 걸지 말고 진로와 직업 그리고 윤리를 주입식으로 가르쳐 줘야 했는데
1163,인간수업,Topic0,사회 문제 연구를 하는 모범생들이 저지르는 사회 문제들 그것들은 과연 범죄일까 그렇게 만든 사회가 문제일까 둘 다 맞는 말이다 우리도 사회도 잘못되고 있다
1164,인간수업,Topic0,산다는 건 그 무엇과도 비교할 수 없는 엄청난 투쟁이다 다만 오지수과 배규리는 그걸 남들보다 빨리 깨달은 것이고 삶의 비극도 빨리 맞이한 것이다
1165,인간수업,Topic1,드라마적 파멸극까지는 아니다 현실에 있을 법한 파멸이다
1166,인간수업,Topic1,충분한 시도 돋보이는 캐릭터 기대 이상의 몰입감
1167,인간수업,Topic1,캐릭터들이 살아 있고 긴장감이 있다 뒤로 갈수록 허술해지는 부분이 있지만 끊임없는 사건들은 계속 이야기를 따라가도록 이끈다
1168,인간수업,Topic1,빵쩜 주고 싶은데 평가할라면 반 개라도 줘야 돼서 점 줌점에 대한 의미 부여는 요즘 애들 말을 어떻게 그렇게 잘 썼는지로 하겠다
1169,인간수업,Topic1,좋은 스토리 기반에 캐릭터 좋고 대사빨 좋고 소재 캐릭터가 남달라 좋았다
1170,인간수업,Topic2,마라맛 작품 순식간에 몰입하게 만드는 드라마 휘몰아친다 간만에 너무 재밌게 보았다
1171,인간수업,Topic2,엄청 재밌다 진짜 캐릭터들도 매력적이고 무엇보다 엔딩맛집
1172,인간수업,Topic2,작가가 글을 잘 씀좋은 각본 매력적인 배우들
1173,인간수업,Topic2,배뀰이라는 배우는 목소리도 좋고 발성도 좋아 보이고 배뀰배우 때문에 보게 됬다
1174,인간수업,Topic2,우선 캐스팅 배역 굿각본 밎연출도 굿불편한 내용이지만 궁금해서 끝까지 봄
1175,인간수업,Topic3,세기 한국의 고등학교에서 보니와 클라이드를 만나다
1176,인간수업,Topic3,너를 용서할 수는 없지만 너를 사랑할 수는 있어 자 껍데기에서 나오렴 물을 줄 테니
1177,인간수업,Topic3,오프닝 노래 넘사 아갈 닫고 들으셈 끝까지 오프닝 건너뛰기 눌렀다면 넌 패배자
1178,인간수업,Topic3,무슨 말을 보고 듣고 말해야 변화를 가져오나 시기 적절한 생각 실천이 뭐가 있나
1179,인간수업,Topic3,아픔을 가진 청춘들의 삐딱한 마음을 재밌게 표현한 것 같다
1180,사이코지만 괜찮아,Topic0,동화책 내용이 너무 좋다동화책 갖고 싶다
1181,사이코지만 괜찮아,Topic0,두 사람 다 안쓰러운데 멋있다 엄마는 따뜻했다 짱이다 김수현 박신우
1182,사이코지만 괜찮아,Topic0,마을 사람들은 왜 푸른 수염을 무서워했지 자기들이랑 다르니까 다르면 무서운 거야 다르면 성에 혼자 사는 거야
1183,사이코지만 괜찮아,Topic0,우리는 약하니까 서로에게 기대고 괜찮다는 말을 에너지 삼아 살아가는 존재들
1184,사이코지만 괜찮아,Topic0,뒤로 갈수록 흡입력은 떨어졌지만 이정도면 합격 마지막 회를 위한 작품이라고 할까
1185,사이코지만 괜찮아,Topic1,재밌는데 서예지가 옷만 좀 수수하게 입고 화장만 덜 진하게 했어도 훨씬 좋았을 것 같다 아무리 고문영 컨셉이라지만 잘 때까지도 아무렇지 않게 치렁치렁 드레스 같은 옷을 입고 화장하고 있는 거 보니까 몰입이 하나도 안 됨 서예지가 그렇게 예쁘다고 소문이 많이 난 드라마인데 솔직히 제일 예뻐 보이는 씬은 생얼수준 화장에 흰 티에 청자켓 입고 주리랑 머리채 잡는 씬이었다
1186,사이코지만 괜찮아,Topic1,초반 중반 후반 각각의 다른 갈등들의 발생과 해소가 내 취향에 완벽하게 들어맞았다 특히 문상태의 아름다운 대사들이 너무 좋았다
1187,사이코지만 괜찮아,Topic1,서예지 얼굴 몸매가 작품이다와우 이런 화끈한 여주 취저
1188,사이코지만 괜찮아,Topic1,서로가 치유되고 치유받는 그 관계성이 좋았다 작품성 최고
1189,사이코지만 괜찮아,Topic1,처음에는 서예지 캐릭터가 너무 좋았고 중간에는 그 캐릭터가 깨지면서 루즈했는데 최종화는 의미있었다
1190,사이코지만 괜찮아,Topic2,주옥같은 대사들이 너무 많다 그리고 오정세 배우님 연기는 진짜 잊혀지지가 않네
1191,사이코지만 괜찮아,Topic2,연출은 별로였는데 스토리가 재밌고 배우들 연기가 최고였음
1192,사이코지만 괜찮아,Topic2,노규태가 생각이 안 오정세 배우님 하고 싶은 거다해 연기 겁나 잘해
1193,사이코지만 괜찮아,Topic2,스토리 연기 연출 모든 게 완벽했던 작품 캐스팅 대체 누가 한 거야 너무 잘했어서 예지 너무 좋아
1194,사이코지만 괜찮아,Topic2,이 조합부터 미쳤고 배우들 연기 엄청 잘 하는데 오정세 배우님 진짜 연기력 짱최고
1195,사이코지만 괜찮아,Topic3,사랑해 사랑한다고 사랑한다니까 내가 사랑한다는데 왜 도망쳐
1196,사이코지만 괜찮아,Topic3,연기력 구멍 없는 오랫만에 만족스러운 한드
1197,사이코지만 괜찮아,Topic3,왠지 모든 게 공감되는 내용들이었다 누구든 크고 작은 상처가 마음속 크게 남아 일상생활에까지 지장이 있을 수 있는 법이다
1198,사이코지만 괜찮아,Topic3,문상태는 문상태 꺼상태가 캠핑카 여행 중 내려 이 대표 차를 타고 돌아가는 씬은 이 드라마 통틀어 최고의 장면
1199,사이코지만 괜찮아,Topic3,행복해질 용기는 당신에게 있어요 아프고 가슴 아팠던 그런 기억을 가슴에 품고 살아야 더 강하고 행복해지는 거야
1200,어쩌다 발견한 하루,Topic0,아직도 마지막 화를 못 보고 있다 이땐 분명 점이었는데 다 보니까 좀
1201,어쩌다 발견한 하루,Topic0,보는 내내 만화 속에서 같이 살았던 드라마
1202,어쩌다 발견한 하루,Topic0,화까진 너무 재밌어서 번씩 봤고 아직 결말은 모름
1203,어쩌다 발견한 하루,Topic0,재밌게 봤지만 어쩔 수 없는 아쉬운 결말
1204,어쩌다 발견한 하루,Topic0,운명은 개척하는 것 그에 따른 실패는 감수하는 것
1205,어쩌다 발견한 하루,Topic1,어쩌다 보게 된 드라마 모르고 지나쳤을 수도 있었을 작품이라 너무 소중하고 보석같다 나에게 권유해 준 친구들 땡큐
